20 74	' ' 't'
2048 61636b	' H' 'ack'
20706c 756d	' pl' 'um'
20706572736f6e616c 6974696573	' personal' 'ities'
686574 6963616c	'het' 'ical'
4c 696e65	'L' 'ine'
206c69676874 776569676874	' light' 'weight'
207265616c 6974696573	' real' 'ities'
20736c6f77 696e67	' slow' 'ing'
204c 756d	' L' 'um'
e383 bc	'�' '�'
6f64 6572	'od' 'er'
207265616c 697a696e67	' real' 'izing'
2062656c6f6e67 6564	' belong' 'ed'
206f7665726c6f6f6b 6564	' overlook' 'ed'
203132 38	' 12' '8'
72 696e61	'r' 'ina'
7b 22	'{' '"'
616374 6976	'act' 'iv'
2075706c6f6164 6564	' upload' 'ed'
6368 6174	'ch' 'at'
20656e6572 67	' ener' 'g'
617265 61	'are' 'a'
20626f 6f	' bo' 'o'
2062 6f64	' b' 'od'
20616464 696374	' add' 'ict'
6964 79	'id' 'y'
4d 697373	'M' 'iss'
20657870 6f73696e67	' exp' 'osing'
206379636c 69737473	' cycl' 'ists'
20437572 7279	' Cur' 'ry'
2046 69786564	' F' 'ixed'
206e757273 696e67	' nurs' 'ing'
2044 757374	' D' 'ust'
4575726f7065 616e	'Europe' 'an'
2063 656e737573	' c' 'ensus'
646973706c6179 7374796c65	'display' 'style'
207468 72697665	' th' 'rive'
2074657374 696679	' test' 'ify'
20696e7475 6974697665	' intu' 'itive'
7368 61646f77	'sh' 'adow'
20706572666f726d 73	' perform' 's'
2050 4850	' P' 'HP'
6c 616e6775616765	'l' 'anguage'
206175746f6d 6174696f6e	' autom' 'ation'
2056616c 7565	' Val' 'ue'
66 696c6c6564	'f' 'illed'
20616464 6974696f6e73	' add' 'itions'
20426172 6e6573	' Bar' 'nes'
20746f7572 73	' tour' 's'
20706f 69736564	' po' 'ised'
20756e73757070 6f72746564	' unsupp' 'orted'
205079 6f6e6779616e67	' Py' 'ongyang'
20717569636b 6572	' quick' 'er'
2042617368 6172	' Bash' 'ar'
20656e6a6f79 73	' enjoy' 's'
206f7264 696e616e6365	' ord' 'inance'
2063697263 756c6174696f6e	' circ' 'ulation'
2061646d 697265	' adm' 'ire'
206f757472616765 6f7573	' outrage' 'ous'
205374 72696b65	' St' 'rike'
20526567 6973746572	' Reg' 'ister'
2063 72697070	' c' 'ripp'
2048 6f6666	' H' 'off'
20626c616e6b 6574	' blank' 'et'
616e 7468726f70	'an' 'throp'
706c6179 6564	'play' 'ed'
496e74 6572657374	'Int' 'erest'
204e 75636c656172	' N' 'uclear'
20626173 696373	' bas' 'ics'
20746174 746f6f	' tat' 'too'
207365 697a65	' se' 'ize'
20726564 6573	' red' 'es'
205265 6c65617365	' Re' 'lease'
20617373 6572746564	' ass' 'erted'
204b6c65 696e	' Kle' 'in'
2053746570 68616e	' Step' 'han'
7374 726f6d	'st' 'rom'
206167 67726176	' ag' 'grav'
20426572 67	' Ber' 'g'
2074 616773	' t' 'ags'
2042 61726b	' B' 'ark'
206f726967 696e61746564	' orig' 'inated'
6572 6965	'er' 'ie'
207375626a656374 697665	' subject' 'ive'
207061696e74 696e6773	' paint' 'ings'
20507265 76656e74696f6e	' Pre' 'vention'
67 726f776e	'g' 'rown'
207265636970 69656e74	' recip' 'ient'
20313936 31	' 196' '1'
c3 b8	'�' '�'
206a65 6f70617264	' je' 'opard'
2061 696e	' a' 'in'
207479 72	' ty' 'r'
616e65 79	'ane' 'y'
2076696272 616e74	' vibr' 'ant'
206e6f 6f6e	' no' 'on'
204b 696576	' K' 'iev'
696c65 6d	'ile' 'm'
20636f6d62 696e6174696f6e73	' comb' 'inations'
20636173 696e6f	' cas' 'ino'
52696368 617264	'Rich' 'ard'
20776f6e64 657273	' wond' 'ers'
205265 616374	' Re' 'act'
696e73 6b69	'ins' 'ki'
4f 70	'O' 'p'
2062 656e74	' b' 'ent'
2053696c 7661	' Sil' 'va'
20636f6f7264 696e61746564	' coord' 'inated'
204d63 4e	' Mc' 'N'
5265 696c6c79	'Re' 'illy'
4c 6f63616c	'L' 'ocal'
2072657065 6174696e67	' repe' 'ating'
206775 69646573	' gu' 'ides'
20556e 6c657373	' Un' 'less'
206772 61646573	' gr' 'ades'
20766f6c 74	' vol' 't'
2057696c64 6c696665	' Wild' 'life'
66 616972	'f' 'air'
2072656475 6374696f6e73	' redu' 'ctions'
756e 616c	'un' 'al'
20617761 6974696e67	' awa' 'iting'
205368 616b65737065617265	' Sh' 'akespeare'
6574 7a	'et' 'z'
5768 617465766572	'Wh' 'atever'
206c 6f6f74	' l' 'oot'
20696d6d 657273	' imm' 'ers'
204b6173 696368	' Kas' 'ich'
656e67 696e65	'eng' 'ine'
206d6f6e6f70 6f6c79	' monop' 'oly'
206c697175 6f72	' liqu' 'or'
207768 616c6573	' wh' 'ales'
2048 6f6f6b	' H' 'ook'
207061727469636970 616e74	' particip' 'ant'
7261 66	'ra' 'f'
2043 726177	' C' 'raw'
20666c 6f776e	' fl' 'own'
206576616c 7561746564	' eval' 'uated'
6d6974 74	'mit' 't'
2041 6a	' A' 'j'
20737072 696e74	' spr' 'int'
20576f7264 5072657373	' Word' 'Press'
2042 6563	' B' 'ec'
2073 776179	' s' 'way'
20536368 6e65	' Sch' 'ne'
20546974 616e73	' Tit' 'ans'
20696d 6167696e67	' im' 'aging'
506c 7573	'Pl' 'us'
204e6f72 77656769616e	' Nor' 'wegian'
204d 61746368	' M' 'atch'
20486f6c64 6572	' Hold' 'er'
204164 7269616e	' Ad' 'rian'
4765 6f726765	'Ge' 'orge'
20726564 6972656374	' red' 'irect'
636c 6f636b	'cl' 'ock'
206465616c 6572	' deal' 'er'
2046616c 636f6e73	' Fal' 'cons'
20636c 756573	' cl' 'ues'
2056 49	' V' 'I'
696c 6f6779	'il' 'ogy'
2068696c6172 696f7573	' hilar' 'ious'
20436f6d 706c657465	' Com' 'plete'
53 756e	'S' 'un'
2030 36	' 0' '6'
2045 6173746572	' E' 'aster'
206d656e74696f6e 696e67	' mention' 'ing'
2074726164 657273	' trad' 'ers'
207265666c656374 696e67	' reflect' 'ing'
2042756464 68	' Budd' 'h'
2068 6f626279	' h' 'obby'
6563 64	'ec' 'd'
616d6572 61	'amer' 'a'
20416c 7a	' Al' 'z'
70 696374	'p' 'ict'
2074617374 6573	' tast' 'es'
20456d6572 67656e6379	' Emer' 'gency'
2064657461696e 656573	' detain' 'ees'
206162756e64 616e6365	' abund' 'ance'
20446f64 67657273	' Dod' 'gers'
204e6f76 61	' Nov' 'a'
207363 69656e636573	' sc' 'iences'
206d65726368 616e64	' merch' 'and'
7570 69746572	'up' 'iter'
206e65766572 7468656c657373	' never' 'theless'
656e6572 6779	'ener' 'gy'
2e27 27	".'" "'"
20616e 74656e	' an' 'ten'
20627579 6572	' buy' 'er'
6167 6c65	'ag' 'le'
2052616e64 79	' Rand' 'y'
20736f756c 73	' soul' 's'
2043 6f7274	' C' 'ort'
6f73 696f6e	'os' 'ion'
207768 616c65	' wh' 'ale'
207069636b 7570	' pick' 'up'
4141 4141	'AA' 'AA'
204a 756e696f72	' J' 'unior'
66 616d696c79	'f' 'amily'
696e65 61	'ine' 'a'
20646576 696c	' dev' 'il'
53 616c	'S' 'al'
20696e686572 6974	' inher' 'it'
697a 6f7068	'iz' 'oph'
2074726976 69616c	' triv' 'ial'
2043 49	' C' 'I'
2054 6f72696573	' T' 'ories'
2046 61697468	' F' 'aith'
20456d 696c79	' Em' 'ily'
617a 6f72	'az' 'or'
2048 6f7374	' H' 'ost'
2063 61726564	' c' 'ared'
2052 757374	' R' 'ust'
2073 69	' s' 'i'
2050656172 6c	' Pear' 'l'
2052 756c6573	' R' 'ules'
20626f74 6865726564	' bot' 'hered'
2047 616e67	' G' 'ang'
75 626572	'u' 'ber'
6767 79	'gg' 'y'
2048 6f62	' H' 'ob'
206c6974 6572616c	' lit' 'eral'
20666f726d 617473	' form' 'ats'
20666c 756374	' fl' 'uct'
2047 6f7468	' G' 'oth'
204174 68656e73	' At' 'hens'
4c 6f7665	'L' 'ove'
4c 6f67	'L' 'og'
207761746368 646f67	' watch' 'dog'
204261 696c6579	' Ba' 'iley'
20497361 6163	' Isa' 'ac'
20476162 7269656c	' Gab' 'riel'
204167726963756c74 757265	' Agricult' 'ure'
206f7074 6963616c	' opt' 'ical'
20736c 6f67616e	' sl' 'ogan'
204b 6964	' K' 'id'
7573 70	'us' 'p'
72756374 6564	'ruct' 'ed'
206461746162 61736573	' datab' 'ases'
57 656c636f6d65	'W' 'elcome'
2075 6d62	' u' 'mb'
68 6974	'h' 'it'
2064697374 616e636573	' dist' 'ances'
206d616e 6761	' man' 'ga'
6379 636c	'cy' 'cl'
20756e646572 67726164	' under' 'grad'
20626c 75	' bl' 'u'
2045 7965	' E' 'ye'
62 696c6c696f6e	'b' 'illion'
2073616d 706c696e67	' sam' 'pling'
53 6f7572636573	'S' 'ources'
616d 706c6573	'am' 'ples'
2063 69766963	' c' 'ivic'
7573 6b	'us' 'k'
206173746f6e 697368696e67	' aston' 'ishing'
656e 6573	'en' 'es'
2054 6f7474656e68616d	' T' 'ottenham'
2043 6f62	' C' 'ob'
2072656365 697074	' rece' 'ipt'
206461726b 6572	' dark' 'er'
6c 6174	'l' 'at'
206f6273 6573736564	' obs' 'essed'
2064656d6f6e7374 726174696e67	' demonst' 'rating'
206772 616d73	' gr' 'ams'
6f75 626c65	'ou' 'ble'
c280 c2	'\x80' '�'
20687572 74696e67	' hur' 'ting'
204d6574 726f706f6c6974616e	' Met' 'ropolitan'
204572 6e	' Er' 'n'
7374 61697273	'st' 'airs'
2073756e 6c69676874	' sun' 'light'
20696e6164657175 617465	' inadequ' 'ate'
20696e73 697374696e67	' ins' 'isting'
2065786861 7573746564	' exha' 'usted'
726f70 6865	'rop' 'he'
2077726974 696e6773	' writ' 'ings'
205468 726f6e6573	' Th' 'rones'
2053 697465	' S' 'ite'
20756e646572 7761746572	' under' 'water'
20656d70 61746879	' emp' 'athy'
2070 756e6b	' p' 'unk'
2055 6c	' U' 'l'
7574 746f6e	'ut' 'ton'
2046657272 617269	' Ferr' 'ari'
2066696e 657374	' fin' 'est'
204a6f7368 7561	' Josh' 'ua'
20636f75 6368	' cou' 'ch'
206c6f626279 69737473	' lobby' 'ists'
6974 696d65	'it' 'ime'
6570 72696e74	'ep' 'rint'
2073 69626c696e6773	' s' 'iblings'
53 6f6369616c	'S' 'ocial'
2050657265 7a	' Pere' 'z'
204576 616e	' Ev' 'an'
206f7665727768656c 6d6564	' overwhel' 'med'
206f7267616e 69736d73	' organ' 'isms'
6164 6f73	'ad' 'os'
206469706c6f6d 617473	' diplom' 'ats'
2065 7465726e616c	' e' 'ternal'
6163 69	'ac' 'i'
204a656e 6b696e73	' Jen' 'kins'
207374 61676e	' st' 'agn'
2076617374 6c79	' vast' 'ly'
6573 6172	'es' 'ar'
2073657276 616e7473	' serv' 'ants'
2042 696e	' B' 'in'
204175737472616c 69616e73	' Austral' 'ians'
43 4f4e	'C' 'ON'
2054 77696e	' T' 'win'
2070726f746f636f6c 73	' protocol' 's'
73 656e73	's' 'ens'
206d6963726f 7363	' micro' 'sc'
206d 6573	' m' 'es'
204d 555354	' M' 'UST'
20446570 72657373696f6e	' Dep' 'ression'
22 292c	'"' '),'
20636f6e 67657374	' con' 'gest'
616c6b 696e67	'alk' 'ing'
20736e 616b65	' sn' 'ake'
20736d 696c6564	' sm' 'iled'
2043 46	' C' 'F'
2042 6f7572	' B' 'our'
205374 75617274	' St' 'uart'
656172 7468	'ear' 'th'
20686f72697a6f6e74 616c	' horizont' 'al'
207072656d69756d 73	' premium' 's'
2061737361756c74 73	' assault' 's'
206465 706f72746174696f6e	' de' 'portation'
20707573 686573	' pus' 'hes'
647269 76696e67	'dri' 'ving'
206578 6163657262	' ex' 'acerb'
206d6f6c65 63756c6172	' mole' 'cular'
2077 6f6c66	' w' 'olf'
20656e 636f6d70617373	' en' 'compass'
2050 6f6b65	' P' 'oke'
2070726f78 696d697479	' prox' 'imity'
47 50	'G' 'P'
206d6574 726f	' met' 'ro'
204a 6f62	' J' 'ob'
20756e6465727374616e64 61626c65	' understand' 'able'
20636f6e6a 756e6374696f6e	' conj' 'unction'
57 6173	'W' 'as'
204c65 6164657273	' Le' 'aders'
20486572 6f6573	' Her' 'oes'
206372616674 6564	' craft' 'ed'
2053 77656574	' S' 'weet'
20706179 6c6f6164	' pay' 'load'
2041 494453	' A' 'IDS'
207370696e 6e696e67	' spin' 'ning'
696d 65646961	'im' 'edia'
2054 69676572	' T' 'iger'
2053 6774	' S' 'gt'
6f 6174	'o' 'at'
204865 617679	' He' 'avy'
2062616e6b 657273	' bank' 'ers'
2070726f63656564 6564	' proceed' 'ed'
2046 756b	' F' 'uk'
2062617267 61696e696e67	' barg' 'aining'
2062 6f67	' b' 'og'
72656c6c 61	'rell' 'a'
20776f726b 6f7574	' work' 'out'
2063617074 7572696e67	' capt' 'uring'
206a6577 656c	' jew' 'el'
7874 6f6e	'xt' 'on'
20616476 697365	' adv' 'ise'
204e 79	' N' 'y'
20656e 6c69676874	' en' 'light'
20766572 6966696564	' ver' 'ified'
207072696d 6172696573	' prim' 'aries'
6f70686f62 6963	'ophob' 'ic'
2067 61736573	' g' 'ases'
203139 3438	' 19' '48'
20696e617567 75726174696f6e	' inaug' 'uration'
2062 6f756e6365	' b' 'ounce'
2050726f70 686574	' Prop' 'het'
206d6564 69636174696f6e73	' med' 'ications'
205374 72616e6765	' St' 'range'
696d 696e6174696f6e	'im' 'ination'
76 6964	'v' 'id'
43757272656e74 6c79	'Current' 'ly'
2061706f6c6f67 697a6564	' apolog' 'ized'
207374 61676564	' st' 'aged'
696e656e74 616c	'inent' 'al'
206c 696e6775	' l' 'ingu'
6f7361 757273	'osa' 'urs'
207368616c6c 6f77	' shall' 'ow'
206b 6574	' k' 'et'
206163746976 617465	' activ' 'ate'
206163636f6d70616e79 696e67	' accompany' 'ing'
2050726f 6261626c79	' Pro' 'bably'
206178 6973	' ax' 'is'
2044 796c616e	' D' 'ylan'
20736563 72656379	' sec' 'recy'
2041 7572	' A' 'ur'
2073757266 61636573	' surf' 'aces'
20656c657068 616e74	' eleph' 'ant'
74 616b65	't' 'ake'
20696e6a757374 696365	' injust' 'ice'
204e6f74 6573	' Not' 'es'
20696d707269736f6e 6564	' imprison' 'ed'
496e 73	'In' 's'
205363 72697074	' Sc' 'ript'
44 697363	'D' 'isc'
2070726f6d6f74 6573	' promot' 'es'
204b617368 6d6972	' Kash' 'mir'
20737573 63657074	' sus' 'cept'
206a 6172	' j' 'ar'
20696d706c 696564	' impl' 'ied'
2056696574 6e616d657365	' Viet' 'namese'
2053616368 73	' Sach' 's'
2073757070 6c69657273	' supp' 'liers'
696d 6572	'im' 'er'
20726562656c6c 696f6e	' rebell' 'ion'
20536865 6c6c	' She' 'll'
697a6f7068 72656e	'izoph' 'ren'
2042 696f	' B' 'io'
204d 6978	' M' 'ix'
204170 6f6c6c6f	' Ap' 'ollo'
7368 696e65	'sh' 'ine'
72 6162	'r' 'ab'
20756e 6e616d6564	' un' 'named'
20696e64 756c	' ind' 'ul'
206e6174696f6e616c 69736d	' national' 'ism'
6e 6973	'n' 'is'
204c 6176	' L' 'av'
44 656172	'D' 'ear'
48 79	'H' 'y'
2050 6f72	' P' 'or'
206669726566 69676874657273	' firef' 'ighters'
20616c7068 61	' alph' 'a'
68 6f75736573	'h' 'ouses'
2047 696e6772696368	' G' 'ingrich'
6967 656c	'ig' 'el'
204e 756d	' N' 'um'
d0b5 d0bd	'е' 'н'
20636f6d70 696c65	' comp' 'ile'
207370 616d	' sp' 'am'
204865 6176656e	' He' 'aven'
2045 41	' E' 'A'
697365 7875616c	'ise' 'xual'
206c6f 6f7068	' lo' 'oph'
205368 6f70	' Sh' 'op'
20646973617070 726f	' disapp' 'ro'
696e74 656772	'int' 'egr'
207374617465 77696465	' state' 'wide'
20 2a2a	' ' '**'
53 514c	'S' 'QL'
20696e 6e696e67	' in' 'ning'
56 43	'V' 'C'
6c65 756d	'le' 'um'
48 616e64	'H' 'and'
2077686f 6c6c79	' who' 'lly'
2072656c65 67	' rele' 'g'
206265 616d	' be' 'am'
20747261 6974	' tra' 'it'
2061646d696e697374 65726564	' administ' 'ered'
205265 78	' Re' 'x'
2070617374 6f72	' past' 'or'
2067656e6572 61746f72	' gener' 'ator'
66 6f6f64	'f' 'ood'
206e6f74 6f72	' not' 'or'
207472 61696c73	' tr' 'ails'
20696e636f6d 706c657465	' incom' 'plete'
63 7572	'c' 'ur'
52 7562	'R' 'ub'
2072657461696c 6572	' retail' 'er'
206472 6173746963616c6c79	' dr' 'astically'
2045636f6e6f6d 696373	' Econom' 'ics'
20636f6d706c 696d656e74	' compl' 'iment'
2044 6f77	' D' 'ow'
2073686f74 67756e	' shot' 'gun'
20617373756d 6573	' assum' 'es'
73 6963	's' 'ic'
204e 616d	' N' 'am'
2046 6577	' F' 'ew'
2062 616b696e67	' b' 'aking'
20656e 726f6c6c6564	' en' 'rolled'
53616e64 657273	'Sand' 'ers'
20756e 62	' un' 'b'
20736c 6f7473	' sl' 'ots'
2062 726962	' b' 'rib'
e28093 e28093	'–' '–'
20746f 67676c65	' to' 'ggle'
20687572 7473	' hur' 'ts'
20636f6e74 656e74696f6e	' cont' 'ention'
20706f70 756c61746564	' pop' 'ulated'
2043726f 6174	' Cro' 'at'
20666974 746564	' fit' 'ted'
204d6172 6965	' Mar' 'ie'
2068696e74 73	' hint' 's'
20496e64 79	' Ind' 'y'
207061 69726564	' pa' 'ired'
20626f72726f77 696e67	' borrow' 'ing'
71 6c	'q' 'l'
2064 75636b	' d' 'uck'
205448 4154	' TH' 'AT'
6f72 70	'or' 'p'
206e6577 636f6d	' new' 'com'
20736f 79	' so' 'y'
206c 616d62	' l' 'amb'
2070 657473	' p' 'ets'
20686967686c69676874 696e67	' highlight' 'ing'
2050 756c	' P' 'ul'
2052 42	' R' 'B'
7374 7564	'st' 'ud'
20626174 74696e67	' bat' 'ting'
2073746162 626564	' stab' 'bed'
436f6e 636c7573696f6e	'Con' 'clusion'
696e64 757374	'ind' 'ust'
20766974 616d696e	' vit' 'amin'
20706172 61	' par' 'a'
746865 6e696e67	'the' 'ning'
37 3530	'7' '50'
2066 6c69636b	' f' 'lick'
206c6f74 74657279	' lot' 'tery'
20616d 656e646564	' am' 'ended'
206c 656e736573	' l' 'enses'
20496e73 69646572	' Ins' 'ider'
20696e74 726f	' int' 'ro'
2057 6167	' W' 'ag'
20677261 7070	' gra' 'pp'
2061746865 697374	' athe' 'ist'
20466c 696e74	' Fl' 'int'
5468 7573	'Th' 'us'
2062 616e67	' b' 'ang'
2054 5050	' T' 'PP'
20706c61696e74 69666673	' plaint' 'iffs'
20496e64757374 7269616c	' Indust' 'rial'
206172 726f77	' ar' 'row'
206f626a656374 696f6e73	' object' 'ions'
67 6f6e65	'g' 'one'
4c 4c	'L' 'L'
2052 6162	' R' 'ab'
20636f6e74657374 6564	' contest' 'ed'
6177 69	'aw' 'i'
20616666656374 696f6e	' affect' 'ion'
206261636b 77617264	' back' 'ward'
617574686f72 697a6564	'author' 'ized'
20636f6d6564 69616e	' comed' 'ian'
2043 414e	' C' 'AN'
696e74656e64 656e74	'intend' 'ent'
20657874 656e73696f6e73	' ext' 'ensions'
20476c 656e	' Gl' 'en'
6966 61	'if' 'a'
2045 7567	' E' 'ug'
207068656e6f6d656e 61	' phenomen' 'a'
206d 617374657273	' m' 'asters'
2070726f62 61626c65	' prob' 'able'
206f7574 6c696e65	' out' 'line'
436c 6f7564	'Cl' 'oud'
2044 6174	' D' 'at'
20726f 7065	' ro' 'pe'
2063 69746573	' c' 'ites'
697368 61	'ish' 'a'
2041726162 73	' Arab' 's'
6965 766573	'ie' 'ves'
4152 59	'AR' 'Y'
2070656e 6973	' pen' 'is'
7265 61	're' 'a'
207468 79	' th' 'y'
206a 6177	' j' 'aw'
6f75 78	'ou' 'x'
20756e 657175	' un' 'equ'
73746570 73	'step' 's'
20737562 757262	' sub' 'urb'
20676f726765 6f7573	' gorge' 'ous'
20436f6c65 6d616e	' Cole' 'man'
757373 696f6e73	'uss' 'ions'
5368 6f756c64	'Sh' 'ould'
726967 6572	'rig' 'er'
20494d 46	' IM' 'F'
20417368 6c6579	' Ash' 'ley'
6e64 7261	'nd' 'ra'
206d6f74 697665	' mot' 'ive'
20726576 6973	' rev' 'is'
20726573706f6e64 73	' respond' 's'
2063 61746572	' c' 'ater'
726f 65	'ro' 'e'
2072 68	' r' 'h'
20746f7274 75726564	' tort' 'ured'
206d61696e 6c616e64	' main' 'land'
6f75726765 6f6973	'ourge' 'ois'
2070617373 776f726473	' pass' 'words'
e381 97	'�' '�'
20656d62 7279	' emb' 'ry'
20696e746572 76656e74696f6e73	' inter' 'ventions'
20496e 67	' In' 'g'
6f74686572 617079	'other' 'apy'
2068656c69636f70 74657273	' helicop' 'ters'
2048 616c6f	' H' 'alo'
2067 656e746c79	' g' 'ently'
20706f70756c 697374	' popul' 'ist'
206d6174 726978	' mat' 'rix'
20616e616c79 74696373	' analy' 'tics'
736563 726574	'sec' 'ret'
2073656c66 697368	' self' 'ish'
2061646d6974 74696e67	' admit' 'ting'
206f6273 657373696f6e	' obs' 'ession'
20456c6c 696f7474	' Ell' 'iott'
63 696f75736c79	'c' 'iously'
20636f 68	' co' 'h'
20616e 7468656d	' an' 'them'
20636174 616c79	' cat' 'aly'
2053 61736b	' S' 'ask'
2070 696c6c73	' p' 'ills'
20636f6e74726f 6c6c657273	' contro' 'llers'
207374616e64 706f696e74	' stand' 'point'
204d 616b	' M' 'ak'
20417070 65616c73	' App' 'eals'
2073756d 73	' sum' 's'
6f7370 68657265	'osp' 'here'
6369 6174696f6e	'ci' 'ation'
6f73 6f7068	'os' 'oph'
41 7574	'A' 'ut'
6f74 696e65	'ot' 'ine'
20427572 6b65	' Bur' 'ke'
52 756e	'R' 'un'
204368 61	' Ch' 'a'
696e 6275726768	'in' 'burgh'
69 75	'i' 'u'
20746572726974 6f7269616c	' territ' 'orial'
696574 616c	'iet' 'al'
2077617265 686f757365	' ware' 'house'
20506174 726f6c	' Pat' 'rol'
206578706c6f73 69766573	' explos' 'ives'
2044 6164	' D' 'ad'
20636f6e66 697363	' conf' 'isc'
2063617374 6c65	' cast' 'le'
6f72 6f	'or' 'o'
20687572 726963616e65	' hur' 'ricane'
204d 6f7572	' M' 'our'
4d 617373	'M' 'ass'
42 65727279	'B' 'erry'
204a 6f73	' J' 'os'
20756e 6966696564	' un' 'ified'
204754 58	' GT' 'X'
20636f6e63656e74 72617465	' concent' 'rate'
20637279 7374	' cry' 'st'
756d70 73	'ump' 's'
20666967 7572696e67	' fig' 'uring'
2050 616e64	' P' 'and'
6974 6174696f6e616c	'it' 'ational'
636f6e66 6967	'conf' 'ig'
20636f6c 6f757273	' col' 'ours'
2056 69727475616c	' V' 'irtual'
2056 656c	' V' 'el'
2073796e 6368726f6e	' syn' 'chron'
596f75 6e67	'You' 'ng'
206c6f67 676564	' log' 'ged'
20496e64 6967656e6f7573	' Ind' 'igenous'
204f6666 696369616c	' Off' 'icial'
7574 72616c	'ut' 'ral'
20656e73 75726573	' ens' 'ures'
52 50	'R' 'P'
d0bed0 b2	'о�' '�'
6172 696f7573	'ar' 'ious'
696e 76	'in' 'v'
46 69786564	'F' 'ixed'
44 6576	'D' 'ev'
66 61	'f' 'a'
6f6f6b 6965	'ook' 'ie'
2073796d70 61746865746963	' symp' 'athetic'
206c6f67 67696e67	' log' 'ging'
2076616c 6c6579	' val' 'ley'
6962 616c	'ib' 'al'
2070726f74 61676f6e697374	' prot' 'agonist'
73 756d	's' 'um'
206d696e 6f7273	' min' 'ors'
414d 59	'AM' 'Y'
207365 6173	' se' 'as'
d0 b7	'�' '�'
43 656e74	'C' 'ent'
206f 776564	' o' 'wed'
2070726976696c65 676564	' privile' 'ged'
202a 2f	' *' '/'
323030 35	'200' '5'
20447261 6b65	' Dra' 'ke'
206572757074 6564	' erupt' 'ed'
204e 6176616c	' N' 'aval'
696767 696e73	'igg' 'ins'
205175 6172746572	' Qu' 'arter'
20636f6e73 6f6c6573	' cons' 'oles'
204f72 64	' Or' 'd'
537562 736372696265	'Sub' 'scribe'
617a 6172	'az' 'ar'
20417070 726f	' App' 'ro'
756b 61	'uk' 'a'
2073 61747572	' s' 'atur'
2045 7363	' E' 'sc'
20696465 616c73	' ide' 'als'
205472656174 79	' Treat' 'y'
45 70	'E' 'p'
204c 616e63	' L' 'anc'
7574 6963	'ut' 'ic'
20616e 656364	' an' 'ecd'
2070726f7365637574 6564	' prosecut' 'ed'
616e74 6f6e	'ant' 'on'
206164 756c	' ad' 'ul'
205374 7265616d	' St' 'ream'
6465 6570	'de' 'ep'
20736164 6c79	' sad' 'ly'
20646573 697261626c65	' des' 'irable'
207073796368696174 726963	' psychiat' 'ric'
6f696e74 6564	'oint' 'ed'
2073757266 61636564	' surf' 'aced'
20656d70686173 697a65	' emphas' 'ize'
205343 50	' SC' 'P'
4f 6b	'O' 'k'
6973 7365	'is' 'se'
20726576 6973696f6e	' rev' 'ision'
20706c 6f7473	' pl' 'ots'
6d616e 79	'man' 'y'
70 6f6c69746963616c	'p' 'olitical'
2077656c 636f6d696e67	' wel' 'coming'
72 696c6c	'r' 'ill'
5468 696e6b	'Th' 'ink'
20456d 6d61	' Em' 'ma'
6475 6c6c6168	'du' 'llah'
64 6574	'd' 'et'
2055 464f	' U' 'FO'
2066656564 73	' feed' 's'
20646566 6572	' def' 'er'
204775 696c64	' Gu' 'ild'
636f6d6d756e 69636174696f6e73	'commun' 'ications'
20e280 8b	' �' '�'
20736f7068 6f6d6f7265	' soph' 'omore'
7065 616365	'pe' 'ace'
20746f 7070	' to' 'pp'
2046 6f637573	' F' 'ocus'
4f6666 696369616c73	'Off' 'icials'
207765656b 656e6473	' week' 'ends'
69636b 6572	'ick' 'er'
2063616e 6f6e	' can' 'on'
207374726574 63686564	' stret' 'ched'
206d6f73 7175	' mos' 'qu'
2073616e64 77696368	' sand' 'wich'
2050656c 6f7369	' Pel' 'osi'
6f63 75736564	'oc' 'used'
4d 617263	'M' 'arc'
2063616c 63756c6174696f6e	' cal' 'culation'
20476f 696e67	' Go' 'ing'
20 d7	' ' '�'
2054 6f6c	' T' 'ol'
79656172 73	'year' 's'
6c 6172	'l' 'ar'
205368 6f	' Sh' 'o'
e381 ab	'�' '�'
3134 30	'14' '0'
53 6978	'S' 'ix'
2054 6174	' T' 'at'
2064697374696e6775 6973686564	' distingu' 'ished'
2057 656e64	' W' 'end'
206d6167 6e6574	' mag' 'net'
72616374 6564	'ract' 'ed'
20696e636f6d70 6574	' incomp' 'et'
20636f6e73746974 75746573	' constit' 'utes'
2057 616c7368	' W' 'alsh'
20636f6e66 696e6564	' conf' 'ined'
2067 7275	' g' 'ru'
20636f72726964 6f72	' corrid' 'or'
2073656c656374 696e67	' select' 'ing'
20526f6265727473 6f6e	' Roberts' 'on'
20656e 72696368	' en' 'rich'
2064 696365	' d' 'ice'
6d 616e64	'm' 'and'
20696e7465726e 616c6c79	' intern' 'ally'
6966 6c65	'if' 'le'
496e 63	'In' 'c'
2053696d 706c79	' Sim' 'ply'
20636f7272656374 6564	' correct' 'ed'
204e 5241	' N' 'RA'
206861636b 6572	' hack' 'er'
204a 616775	' J' 'agu'
20706f6f6c 73	' pool' 's'
20696e666f726d 616c	' inform' 'al'
2073656e73 6174696f6e	' sens' 'ation'
204d 74	' M' 't'
7269 756d	'ri' 'um'
62 697264	'b' 'ird'
206772656574 6564	' greet' 'ed'
2042617074 697374	' Bapt' 'ist'
204c 616e6775616765	' L' 'anguage'
414e 53	'AN' 'S'
4d 756c74	'M' 'ult'
206174 726f63	' at' 'roc'
6174 746572696e67	'at' 'tering'
